2025-05-07 01:20:08 - PERFORMANCE - 获取行业名称失败: The truth value of a Series is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
2025-05-07 23:49:32 - PERFORMANCE - 加载默认主题色
2025-05-07 23:49:32 - PERFORMANCE - 加载颜色主题结束
2025-05-07 23:49:32 - PERFORMANCE - 加载自定义颜色主题结束
2025-05-07 23:49:32 - PERFORMANCE - 行业映射初始化完成
2025-05-07 23:49:32 - PERFORMANCE - 左侧面板创建完成
2025-05-07 23:49:32 - PERFORMANCE - 图表控件UI初始化完成
2025-05-07 23:49:32 - PERFORMANCE - 信号连接完成
2025-05-07 23:49:32 - PERFORMANCE - 主题应用完成
2025-05-07 23:49:32 - PERFORMANCE - 图表渲染优化完成
2025-05-07 23:49:32 - PERFORMANCE - 图表控件初始化完成
2025-05-07 23:49:32 - PERFORMANCE - 中间面板创建完成
2025-05-07 23:49:32 - PERFORMANCE - 右侧面板创建完成
2025-05-07 23:49:32 - PERFORMANCE - 底部面板创建完成
2025-05-07 23:49:32 - PERFORMANCE - 菜单栏初始化完成
2025-05-07 23:49:32 - PERFORMANCE - 菜单栏创建完成
2025-05-07 23:49:32 - PERFORMANCE - 工具栏初始化完成
2025-05-07 23:49:32 - PERFORMANCE - 工具栏创建完成
2025-05-07 23:49:33 - PERFORMANCE - 主题应用完成
2025-05-07 23:49:33 - PERFORMANCE - UI初始化完成
2025-05-07 23:49:33 - PERFORMANCE - 收藏列表文件为空，已自动初始化为空集合
2025-05-07 23:49:33 - PERFORMANCE - 股票列表缓存为空，尝试重新加载数据
2025-05-07 23:49:33 - PERFORMANCE - 开始预加载数据...
2025-05-07 23:49:35 - PERFORMANCE - 数据预加载完成，共加载 7574 只股票
2025-05-07 23:49:35 - PERFORMANCE - 开始初始化数据...
2025-05-07 23:49:35 - PERFORMANCE - 互斥锁初始化完成
2025-05-07 23:49:35 - PERFORMANCE - 配置加载完成
2025-05-07 23:49:35 - PERFORMANCE - 缓存已清除
2025-05-07 23:49:35 - PERFORMANCE - 数据源初始化完成
2025-05-07 23:49:35 - PERFORMANCE - 开始预加载数据...
2025-05-07 23:49:36 - PERFORMANCE - 数据预加载完成，共加载 7574 只股票
2025-05-07 23:49:36 - PERFORMANCE - 数据初始化完成
2025-05-07 23:49:36 - PERFORMANCE - 信号连接完成
2025-05-07 23:49:36 - PERFORMANCE - 开始预加载数据...
2025-05-07 23:49:37 - PERFORMANCE - 数据预加载完成，共加载 7574 只股票
2025-05-07 23:49:37 - PERFORMANCE - TradingGUI初始化完成
2025-05-07 23:49:37 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:49:37 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:49:38 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:49:38 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:49:38 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:49:38 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:49:38 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:49:38 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:49:38 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:50:28 - PERFORMANCE - 成功获取股票 sz300110 的K线数据，时间范围: 2023-10-10 00:00:00 至 2025-04-10 00:00:00，共 365 条记录
2025-05-07 23:50:29 - PERFORMANCE - 图表更新完成
2025-05-07 23:50:29 - PERFORMANCE - 成功更新sz300110的图表显示
2025-05-07 23:50:29 - PERFORMANCE - 已选择股票: sz300110
2025-05-07 23:50:30 - PERFORMANCE - 成功获取股票 sz399439 的K线数据，时间范围: 2023-10-10 00:00:00 至 2025-04-10 00:00:00，共 365 条记录
2025-05-07 23:50:31 - PERFORMANCE - 图表更新完成
2025-05-07 23:50:31 - PERFORMANCE - 成功更新sz399439的图表显示
2025-05-07 23:50:31 - PERFORMANCE - 已选择股票: sz399439
2025-05-07 23:50:32 - PERFORMANCE - 使用缓存的K线数据
2025-05-07 23:50:32 - PERFORMANCE - 图表更新完成
2025-05-07 23:50:32 - PERFORMANCE - 成功更新sz300110的图表显示
2025-05-07 23:50:32 - PERFORMANCE - 已选择股票: sz300110
2025-05-07 23:50:33 - PERFORMANCE - 使用缓存的K线数据
2025-05-07 23:50:33 - PERFORMANCE - 图表更新完成
2025-05-07 23:50:33 - PERFORMANCE - 成功更新sz399439的图表显示
2025-05-07 23:50:33 - PERFORMANCE - 已选择股票: sz399439
2025-05-07 23:50:34 - PERFORMANCE - 使用缓存的K线数据
2025-05-07 23:50:35 - PERFORMANCE - 图表更新完成
2025-05-07 23:50:35 - PERFORMANCE - 成功更新sz300110的图表显示
2025-05-07 23:50:35 - PERFORMANCE - 已选择股票: sz300110
2025-05-07 23:50:40 - PERFORMANCE - 使用缓存的K线数据
2025-05-07 23:50:40 - PERFORMANCE - 图表更新完成
2025-05-07 23:50:40 - PERFORMANCE - 成功更新sz399439的图表显示
2025-05-07 23:50:40 - PERFORMANCE - 已选择股票: sz399439
2025-05-07 23:50:41 - PERFORMANCE - 成功获取股票 sz159918 的K线数据，时间范围: 2023-09-26 00:00:00 至 2025-04-10 00:00:00，共 365 条记录
2025-05-07 23:50:42 - PERFORMANCE - 图表更新完成
2025-05-07 23:50:42 - PERFORMANCE - 成功更新sz159918的图表显示
2025-05-07 23:50:42 - PERFORMANCE - 已选择股票: sz159918
2025-05-07 23:50:43 - PERFORMANCE - 成功获取股票 sz301566 的K线数据，时间范围: 2023-12-29 00:00:00 至 2025-04-10 00:00:00，共 307 条记录
2025-05-07 23:50:43 - PERFORMANCE - 图表更新完成
2025-05-07 23:50:43 - PERFORMANCE - 成功更新sz301566的图表显示
2025-05-07 23:50:43 - PERFORMANCE - 已选择股票: sz301566
2025-05-07 23:51:13 - PERFORMANCE - 图表缩放已重置
2025-05-07 23:51:16 - PERFORMANCE - 使用缓存的K线数据
2025-05-07 23:51:16 - PERFORMANCE - 图表更新完成
2025-05-07 23:51:16 - PERFORMANCE - 成功更新sz300110的图表显示
2025-05-07 23:51:16 - PERFORMANCE - 已选择股票: sz300110
2025-05-07 23:51:17 - PERFORMANCE - 使用缓存的K线数据
2025-05-07 23:51:18 - PERFORMANCE - 图表更新完成
2025-05-07 23:51:18 - PERFORMANCE - 成功更新sz399439的图表显示
2025-05-07 23:51:18 - PERFORMANCE - 已选择股票: sz399439
2025-05-07 23:51:19 - PERFORMANCE - 使用缓存的K线数据
2025-05-07 23:51:19 - PERFORMANCE - 图表更新完成
2025-05-07 23:51:19 - PERFORMANCE - 成功更新sz300110的图表显示
2025-05-07 23:51:19 - PERFORMANCE - 已选择股票: sz300110
2025-05-07 23:51:21 - PERFORMANCE - 使用缓存的K线数据
2025-05-07 23:51:21 - PERFORMANCE - 图表更新完成
2025-05-07 23:51:21 - PERFORMANCE - 成功更新sz399439的图表显示
2025-05-07 23:51:21 - PERFORMANCE - 已选择股票: sz399439
2025-05-07 23:51:22 - PERFORMANCE - 使用缓存的K线数据
2025-05-07 23:51:23 - PERFORMANCE - 图表更新完成
2025-05-07 23:51:23 - PERFORMANCE - 成功更新sz300110的图表显示
2025-05-07 23:51:23 - PERFORMANCE - 已选择股票: sz300110
2025-05-07 23:51:24 - PERFORMANCE - 使用缓存的K线数据
2025-05-07 23:51:25 - PERFORMANCE - 图表更新完成
2025-05-07 23:51:25 - PERFORMANCE - 成功更新sz399439的图表显示
2025-05-07 23:51:25 - PERFORMANCE - 已选择股票: sz399439
2025-05-07 23:51:27 - PERFORMANCE - 使用缓存的K线数据
2025-05-07 23:51:28 - PERFORMANCE - 图表更新完成
2025-05-07 23:51:28 - PERFORMANCE - 成功更新sz300110的图表显示
2025-05-07 23:51:28 - PERFORMANCE - 已选择股票: sz300110
2025-05-07 23:52:12 - PERFORMANCE - 添加指标实现失败: 'str' object has no attribute 'values'
2025-05-07 23:52:12 - PERFORMANCE - Traceback (most recent call last):
  File "D:\DevelopTool\FreeCode\HIkyuu-UI\hikyuu-ui\gui\widgets\chart_widget.py", line 612, in _add_indicator_impl
    values = indicator_data.values
             ^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'str' object has no attribute 'values'

2025-05-07 23:52:12 - PERFORMANCE - 添加指标实现失败: 'str' object has no attribute 'values'
2025-05-07 23:52:16 - PERFORMANCE - 使用缓存的K线数据
2025-05-07 23:52:16 - PERFORMANCE - 图表更新完成
2025-05-07 23:52:16 - PERFORMANCE - 成功更新sz300110的图表显示
2025-05-07 23:52:16 - PERFORMANCE - 时间范围已更改为: 最近7天
2025-05-07 23:52:19 - PERFORMANCE - 使用缓存的K线数据
2025-05-07 23:52:19 - PERFORMANCE - 图表更新完成
2025-05-07 23:52:19 - PERFORMANCE - 成功更新sz300110的图表显示
2025-05-07 23:52:19 - PERFORMANCE - 时间范围已更改为: 最近30天
2025-05-07 23:52:21 - PERFORMANCE - 使用缓存的K线数据
2025-05-07 23:52:22 - PERFORMANCE - 图表更新完成
2025-05-07 23:52:22 - PERFORMANCE - 成功更新sz399439的图表显示
2025-05-07 23:52:22 - PERFORMANCE - 已选择股票: sz399439
2025-05-07 23:52:23 - PERFORMANCE - 使用缓存的K线数据
2025-05-07 23:52:23 - PERFORMANCE - 图表更新完成
2025-05-07 23:52:23 - PERFORMANCE - 成功更新sz300110的图表显示
2025-05-07 23:52:23 - PERFORMANCE - 已选择股票: sz300110
2025-05-07 23:52:29 - PERFORMANCE - 使用缓存的K线数据
2025-05-07 23:52:29 - PERFORMANCE - 图表更新完成
2025-05-07 23:52:29 - PERFORMANCE - 成功更新sz300110的图表显示
2025-05-07 23:52:29 - PERFORMANCE - 时间范围已更改为: 最近7天
2025-05-07 23:52:31 - PERFORMANCE - 使用缓存的K线数据
2025-05-07 23:52:31 - PERFORMANCE - 图表更新完成
2025-05-07 23:52:31 - PERFORMANCE - 成功更新sz399439的图表显示
2025-05-07 23:52:31 - PERFORMANCE - 已选择股票: sz399439
2025-05-07 23:52:32 - PERFORMANCE - 使用缓存的K线数据
2025-05-07 23:52:33 - PERFORMANCE - 图表更新完成
2025-05-07 23:52:33 - PERFORMANCE - 成功更新sz300110的图表显示
2025-05-07 23:52:33 - PERFORMANCE - 已选择股票: sz300110
2025-05-07 23:53:16 - PERFORMANCE - 使用缓存的K线数据
2025-05-07 23:53:17 - PERFORMANCE - 图表更新完成
2025-05-07 23:53:17 - PERFORMANCE - 成功更新sz300110的图表显示
2025-05-07 23:53:17 - PERFORMANCE - 时间范围已更改为: 最近2年
2025-05-08 00:00:00 - PERFORMANCE - TradingGUI初始化开始
2025-05-08 00:00:00 - PERFORMANCE - StockManager初始化成功
2025-05-08 00:00:00 - PERFORMANCE - Hikyuu数据源初始化失败: No module named 'data_source'
2025-05-08 00:00:00 - PERFORMANCE - 东方财富数据源初始化成功
2025-05-08 00:00:00 - PERFORMANCE - 新浪数据源初始化成功
2025-05-08 00:00:00 - PERFORMANCE - 同花顺数据源初始化成功
2025-05-08 00:00:00 - PERFORMANCE - 初始化行业管理器
2025-05-08 00:00:00 - PERFORMANCE - 行业管理器初始化完成
2025-05-08 00:00:00 - PERFORMANCE - 市场和行业数据初始化完成: 5 个市场, 43 个行业
2025-05-08 00:00:00 - PERFORMANCE - 数据管理器初始化完成
2025-05-08 00:00:00 - PERFORMANCE - 数据管理器初始化完成
2025-05-08 00:00:00 - PERFORMANCE - 初始化行业管理器
2025-05-08 00:00:00 - PERFORMANCE - 初始化行业管理器结束
2025-05-08 00:00:00 - PERFORMANCE - 初始化主题管理器
2025-05-08 00:00:00 - PERFORMANCE - 初始化主题配置
2025-05-08 00:00:00 - PERFORMANCE - 加载默认主题色
2025-05-08 00:00:00 - PERFORMANCE - 加载颜色主题结束
2025-05-08 00:00:00 - PERFORMANCE - 加载自定义颜色主题结束
2025-05-08 00:00:00 - PERFORMANCE - 行业映射初始化完成
2025-05-08 00:00:01 - PERFORMANCE - 左侧面板创建完成
2025-05-08 00:00:01 - PERFORMANCE - 图表控件UI初始化完成
2025-05-08 00:00:01 - PERFORMANCE - 信号连接完成
2025-05-08 00:00:01 - PERFORMANCE - 主题应用完成
2025-05-08 00:00:01 - PERFORMANCE - 图表渲染优化完成
2025-05-08 00:00:01 - PERFORMANCE - 图表控件初始化完成
2025-05-08 00:00:01 - PERFORMANCE - 中间面板创建完成
2025-05-08 00:00:01 - PERFORMANCE - 右侧面板创建完成
2025-05-08 00:00:01 - PERFORMANCE - 底部面板创建完成
2025-05-08 00:00:01 - PERFORMANCE - 菜单栏初始化完成
2025-05-08 00:00:01 - PERFORMANCE - 菜单栏创建完成
2025-05-08 00:00:01 - PERFORMANCE - 工具栏初始化完成
2025-05-08 00:00:01 - PERFORMANCE - 工具栏创建完成
2025-05-08 00:00:02 - PERFORMANCE - 主题应用完成
2025-05-08 00:00:02 - PERFORMANCE - UI初始化完成
2025-05-08 00:00:02 - PERFORMANCE - 收藏列表文件为空，已自动初始化为空集合
2025-05-08 00:00:02 - PERFORMANCE - 股票列表缓存为空，尝试重新加载数据
2025-05-08 00:00:02 - PERFORMANCE - 开始预加载数据...
2025-05-08 00:00:03 - PERFORMANCE - 数据预加载完成，共加载 7574 只股票
2025-05-08 00:00:03 - PERFORMANCE - 开始初始化数据...
2025-05-08 00:00:03 - PERFORMANCE - 互斥锁初始化完成
2025-05-08 00:00:03 - PERFORMANCE - 配置加载完成
2025-05-08 00:00:03 - PERFORMANCE - 缓存已清除
2025-05-08 00:00:03 - PERFORMANCE - 数据源初始化完成
2025-05-08 00:00:03 - PERFORMANCE - 开始预加载数据...
2025-05-08 00:00:04 - PERFORMANCE - 数据预加载完成，共加载 7574 只股票
2025-05-08 00:00:04 - PERFORMANCE - 数据初始化完成
2025-05-08 00:00:04 - PERFORMANCE - 信号连接完成
2025-05-08 00:00:04 - PERFORMANCE - 开始预加载数据...
2025-05-08 00:00:06 - PERFORMANCE - 数据预加载完成，共加载 7574 只股票
2025-05-08 00:00:06 - PERFORMANCE - TradingGUI初始化完成
2025-05-08 00:00:06 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-08 00:00:06 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-08 00:00:06 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-08 00:00:06 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-08 00:00:06 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-08 00:00:06 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-08 00:00:07 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-08 00:00:07 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-08 00:00:07 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-08 00:00:08 - PERFORMANCE - 成功获取股票 sz300110 的K线数据，时间范围: 2023-10-10 00:00:00 至 2025-04-10 00:00:00，共 365 条记录
2025-05-08 00:00:09 - PERFORMANCE - 图表更新完成
2025-05-08 00:00:09 - PERFORMANCE - 成功更新sz300110的图表显示
2025-05-08 00:00:09 - PERFORMANCE - 已选择股票: sz300110
2025-05-08 00:00:11 - PERFORMANCE - 成功获取股票 sz399439 的K线数据，时间范围: 2023-10-10 00:00:00 至 2025-04-10 00:00:00，共 365 条记录
2025-05-08 00:00:11 - PERFORMANCE - 图表更新完成
2025-05-08 00:00:11 - PERFORMANCE - 成功更新sz399439的图表显示
2025-05-08 00:00:11 - PERFORMANCE - 已选择股票: sz399439
2025-05-08 00:00:13 - PERFORMANCE - 使用缓存的K线数据
2025-05-08 00:00:13 - PERFORMANCE - 图表更新完成
2025-05-08 00:00:13 - PERFORMANCE - 成功更新sz300110的图表显示
2025-05-08 00:00:13 - PERFORMANCE - 已选择股票: sz300110
2025-05-08 00:03:34 - PERFORMANCE - 图表缩放已重置
2025-05-08 00:03:37 - PERFORMANCE - 成功获取股票 sh900943 的K线数据，时间范围: 2023-10-10 00:00:00 至 2025-04-10 00:00:00，共 365 条记录
2025-05-08 00:03:38 - PERFORMANCE - 图表更新完成
2025-05-08 00:03:38 - PERFORMANCE - 成功更新sh900943的图表显示
2025-05-08 00:03:38 - PERFORMANCE - 已选择股票: sh900943
2025-05-08 00:03:40 - PERFORMANCE - 切换收藏状态失败: 'bool' object has no attribute 'text'
2025-05-08 00:03:40 - PERFORMANCE - Traceback (most recent call last):
  File "D:\DevelopTool\FreeCode\HIkyuu-UI\hikyuu-ui\main.py", line 1992, in toggle_favorite
    text = item.text()
           ^^^^^^^^^
AttributeError: 'bool' object has no attribute 'text'

2025-05-08 00:03:45 - PERFORMANCE - 切换收藏状态失败: 'bool' object has no attribute 'text'
2025-05-08 00:03:45 - PERFORMANCE - Traceback (most recent call last):
  File "D:\DevelopTool\FreeCode\HIkyuu-UI\hikyuu-ui\main.py", line 1992, in toggle_favorite
    text = item.text()
           ^^^^^^^^^
AttributeError: 'bool' object has no attribute 'text'

2025-05-08 00:03:46 - PERFORMANCE - 成功获取股票 sz300529 的K线数据，时间范围: 2023-10-10 00:00:00 至 2025-04-10 00:00:00，共 365 条记录
2025-05-08 00:03:46 - PERFORMANCE - 图表更新完成
2025-05-08 00:03:46 - PERFORMANCE - 成功更新sz300529的图表显示
2025-05-08 00:03:46 - PERFORMANCE - 已选择股票: sz300529
2025-05-08 00:03:48 - PERFORMANCE - 切换收藏状态失败: 'bool' object has no attribute 'text'
2025-05-08 00:03:48 - PERFORMANCE - Traceback (most recent call last):
  File "D:\DevelopTool\FreeCode\HIkyuu-UI\hikyuu-ui\main.py", line 1992, in toggle_favorite
    text = item.text()
           ^^^^^^^^^
AttributeError: 'bool' object has no attribute 'text'

2025-05-08 00:03:49 - PERFORMANCE - 切换收藏状态失败: 'bool' object has no attribute 'text'
2025-05-08 00:03:49 - PERFORMANCE - Traceback (most recent call last):
  File "D:\DevelopTool\FreeCode\HIkyuu-UI\hikyuu-ui\main.py", line 1992, in toggle_favorite
    text = item.text()
           ^^^^^^^^^
AttributeError: 'bool' object has no attribute 'text'

2025-05-08 00:08:56 - PERFORMANCE - TradingGUI初始化开始
2025-05-08 00:08:56 - PERFORMANCE - StockManager初始化成功
2025-05-08 00:08:56 - PERFORMANCE - Hikyuu数据源初始化失败: No module named 'data_source'
2025-05-08 00:08:56 - PERFORMANCE - 东方财富数据源初始化成功
2025-05-08 00:08:56 - PERFORMANCE - 新浪数据源初始化成功
2025-05-08 00:08:56 - PERFORMANCE - 同花顺数据源初始化成功
2025-05-08 00:08:56 - PERFORMANCE - 初始化行业管理器
2025-05-08 00:08:56 - PERFORMANCE - 行业管理器初始化完成
2025-05-08 00:08:56 - PERFORMANCE - 市场和行业数据初始化完成: 5 个市场, 43 个行业
2025-05-08 00:08:56 - PERFORMANCE - 数据管理器初始化完成
2025-05-08 00:08:56 - PERFORMANCE - 数据管理器初始化完成
2025-05-08 00:08:56 - PERFORMANCE - 初始化行业管理器
2025-05-08 00:08:56 - PERFORMANCE - 初始化行业管理器结束
2025-05-08 00:08:56 - PERFORMANCE - 初始化主题管理器
2025-05-08 00:08:56 - PERFORMANCE - 初始化主题配置
2025-05-08 00:08:56 - PERFORMANCE - 加载默认主题色
2025-05-08 00:08:56 - PERFORMANCE - 加载颜色主题结束
2025-05-08 00:08:56 - PERFORMANCE - 加载自定义颜色主题结束
2025-05-08 00:08:56 - PERFORMANCE - 行业映射初始化完成
2025-05-08 00:08:57 - PERFORMANCE - 左侧面板创建完成
2025-05-08 00:08:57 - PERFORMANCE - 图表控件UI初始化完成
2025-05-08 00:08:57 - PERFORMANCE - 信号连接完成
2025-05-08 00:08:57 - PERFORMANCE - 主题应用完成
2025-05-08 00:08:57 - PERFORMANCE - 图表渲染优化完成
2025-05-08 00:08:57 - PERFORMANCE - 图表控件初始化完成
2025-05-08 00:08:57 - PERFORMANCE - 中间面板创建完成
2025-05-08 00:08:57 - PERFORMANCE - 右侧面板创建完成
2025-05-08 00:08:57 - PERFORMANCE - 日志控件UI初始化完成
2025-05-08 00:08:57 - PERFORMANCE - 信号连接完成
2025-05-08 00:08:57 - PERFORMANCE - 日志控件初始化完成
2025-05-08 00:08:57 - PERFORMANCE - 底部面板创建完成
2025-05-08 00:08:57 - PERFORMANCE - 菜单栏初始化完成
2025-05-08 00:08:57 - PERFORMANCE - 菜单栏创建完成
2025-05-08 00:08:57 - PERFORMANCE - 工具栏初始化完成
2025-05-08 00:08:57 - PERFORMANCE - 工具栏创建完成
2025-05-08 00:08:58 - PERFORMANCE - 主题应用完成
2025-05-08 00:08:58 - PERFORMANCE - UI初始化完成
2025-05-08 00:08:58 - PERFORMANCE - 收藏列表文件为空，已自动初始化为空集合
2025-05-08 00:08:58 - PERFORMANCE - 股票列表缓存为空，尝试重新加载数据
2025-05-08 00:08:58 - PERFORMANCE - 开始预加载数据...
2025-05-08 00:08:59 - PERFORMANCE - 数据预加载完成，共加载 7574 只股票
2025-05-08 00:08:59 - PERFORMANCE - 开始初始化数据...
2025-05-08 00:08:59 - PERFORMANCE - 互斥锁初始化完成
2025-05-08 00:08:59 - PERFORMANCE - 配置加载完成
2025-05-08 00:08:59 - PERFORMANCE - 缓存已清除
2025-05-08 00:08:59 - PERFORMANCE - 数据源初始化完成
2025-05-08 00:08:59 - PERFORMANCE - 开始预加载数据...
2025-05-08 00:09:01 - PERFORMANCE - 数据预加载完成，共加载 7574 只股票
2025-05-08 00:09:01 - PERFORMANCE - 数据初始化完成
2025-05-08 00:09:01 - PERFORMANCE - 信号连接完成
2025-05-08 00:09:01 - PERFORMANCE - 开始预加载数据...
2025-05-08 00:09:02 - PERFORMANCE - 数据预加载完成，共加载 7574 只股票
2025-05-08 00:09:02 - PERFORMANCE - TradingGUI初始化完成
2025-05-08 00:09:02 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-08 00:09:02 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-08 00:09:02 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-08 00:09:02 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-08 00:09:03 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-08 00:09:03 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-08 00:09:03 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-08 00:09:03 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-08 00:09:03 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-08 00:12:16 - PERFORMANCE - 成功获取股票 sz399439 的K线数据，时间范围: 2023-10-10 00:00:00 至 2025-04-10 00:00:00，共 365 条记录
2025-05-08 00:12:16 - PERFORMANCE - 图表更新完成
2025-05-08 00:12:16 - PERFORMANCE - 成功更新sz399439的图表显示
2025-05-08 00:12:16 - PERFORMANCE - 已选择股票: sz399439
2025-05-08 00:12:18 - PERFORMANCE - 成功获取股票 sz300110 的K线数据，时间范围: 2023-10-10 00:00:00 至 2025-04-10 00:00:00，共 365 条记录
2025-05-08 00:12:19 - PERFORMANCE - 图表更新完成
2025-05-08 00:12:19 - PERFORMANCE - 成功更新sz300110的图表显示
2025-05-08 00:12:19 - PERFORMANCE - 已选择股票: sz300110
2025-05-08 00:12:20 - PERFORMANCE - 使用缓存的K线数据
2025-05-08 00:12:21 - PERFORMANCE - 图表更新完成
2025-05-08 00:12:21 - PERFORMANCE - 成功更新sz399439的图表显示
2025-05-08 00:12:21 - PERFORMANCE - 已选择股票: sz399439
2025-05-08 00:12:25 - PERFORMANCE - 使用缓存的K线数据
2025-05-08 00:12:25 - PERFORMANCE - 图表更新完成
2025-05-08 00:12:25 - PERFORMANCE - 成功更新sz300110的图表显示
2025-05-08 00:12:25 - PERFORMANCE - 已选择股票: sz300110
2025-05-08 00:12:33 - PERFORMANCE - 使用缓存的K线数据
2025-05-08 00:12:33 - PERFORMANCE - 图表更新完成
2025-05-08 00:12:33 - PERFORMANCE - 成功更新sz399439的图表显示
2025-05-08 00:12:33 - PERFORMANCE - 已选择股票: sz399439
2025-05-08 00:12:37 - PERFORMANCE - 成功获取股票 sz159918 的K线数据，时间范围: 2023-09-26 00:00:00 至 2025-04-10 00:00:00，共 365 条记录
2025-05-08 00:12:38 - PERFORMANCE - 图表更新完成
2025-05-08 00:12:38 - PERFORMANCE - 成功更新sz159918的图表显示
2025-05-08 00:12:38 - PERFORMANCE - 已选择股票: sz159918
2025-05-08 00:15:54 - PERFORMANCE - TradingGUI初始化开始
2025-05-08 00:15:54 - PERFORMANCE - StockManager初始化成功
2025-05-08 00:15:54 - PERFORMANCE - Hikyuu数据源初始化失败: No module named 'data_source'
2025-05-08 00:15:54 - PERFORMANCE - 东方财富数据源初始化成功
2025-05-08 00:15:54 - PERFORMANCE - 新浪数据源初始化成功
2025-05-08 00:15:54 - PERFORMANCE - 同花顺数据源初始化成功
2025-05-08 00:15:54 - PERFORMANCE - 初始化行业管理器
2025-05-08 00:15:54 - PERFORMANCE - 行业管理器初始化完成
2025-05-08 00:15:54 - PERFORMANCE - 市场和行业数据初始化完成: 5 个市场, 43 个行业
2025-05-08 00:15:54 - PERFORMANCE - 数据管理器初始化完成
2025-05-08 00:15:54 - PERFORMANCE - 数据管理器初始化完成
2025-05-08 00:15:54 - PERFORMANCE - 初始化行业管理器
2025-05-08 00:15:54 - PERFORMANCE - 初始化行业管理器结束
2025-05-08 00:15:54 - PERFORMANCE - 初始化主题管理器
2025-05-08 00:15:54 - PERFORMANCE - 初始化主题配置
2025-05-08 00:15:54 - PERFORMANCE - 加载默认主题色
2025-05-08 00:15:54 - PERFORMANCE - 加载颜色主题结束
2025-05-08 00:15:54 - PERFORMANCE - 加载自定义颜色主题结束
2025-05-08 00:15:54 - PERFORMANCE - 行业映射初始化完成
2025-05-08 00:15:54 - PERFORMANCE - 左侧面板创建完成
2025-05-08 00:15:54 - PERFORMANCE - 图表控件UI初始化完成
2025-05-08 00:15:54 - PERFORMANCE - 信号连接完成
2025-05-08 00:15:55 - PERFORMANCE - 主题应用完成
2025-05-08 00:15:55 - PERFORMANCE - 图表渲染优化完成
2025-05-08 00:15:55 - PERFORMANCE - 图表控件初始化完成
2025-05-08 00:15:55 - PERFORMANCE - 中间面板创建完成
2025-05-08 00:15:55 - PERFORMANCE - 右侧面板创建完成
2025-05-08 00:15:55 - PERFORMANCE - 日志控件UI初始化完成
2025-05-08 00:15:55 - PERFORMANCE - 信号连接完成
2025-05-08 00:15:55 - PERFORMANCE - 日志控件初始化完成
2025-05-08 00:15:55 - PERFORMANCE - 底部面板创建完成
2025-05-08 00:15:55 - PERFORMANCE - 菜单栏初始化完成
2025-05-08 00:15:55 - PERFORMANCE - 菜单栏创建完成
2025-05-08 00:15:55 - PERFORMANCE - 工具栏初始化完成
2025-05-08 00:15:55 - PERFORMANCE - 工具栏创建完成
2025-05-08 00:15:56 - PERFORMANCE - 主题应用完成
2025-05-08 00:15:56 - PERFORMANCE - UI初始化完成
2025-05-08 00:15:56 - PERFORMANCE - 收藏列表文件为空，已自动初始化为空集合
2025-05-08 00:15:56 - PERFORMANCE - 股票列表缓存为空，尝试重新加载数据
2025-05-08 00:15:56 - PERFORMANCE - 开始预加载数据...
2025-05-08 00:15:57 - PERFORMANCE - 数据预加载完成，共加载 7574 只股票
2025-05-08 00:15:57 - PERFORMANCE - 开始初始化数据...
2025-05-08 00:15:57 - PERFORMANCE - 互斥锁初始化完成
2025-05-08 00:15:57 - PERFORMANCE - 配置加载完成
